model/parameters,eval/mean_reward,eval/success_rate,time/total_timesteps,eval/mean_ep_length,model/extractor_type,rollout/success_rate,time/iterations,eval/seq_prediction_mse,time/time_elapsed,rollout/ep_rew_mean,eval/best_seq_prediction_mse,rollout/ep_len_mean,time/fps,train/std,train/entropy_loss,train/explained_variance,train/learning_rate,train/policy_gradient_loss,train/n_updates,train/approx_kl,train/loss,train/clip_fraction,train/value_loss,train/clip_range,train/clip_range_vf
,,,1671168,,,0.01,51,1.0748718500137329,3911,-249.12826538085938,,297.79,427,,,,,,,,,,,,
,-208.58560180664062,0.0,1680000,132.0,,,,,,,,,,0.740818202495575,-4.256815433502197,0.3599610924720764,6.824780800000001e-05,-0.00037592165244859643,204,0.0028048218,-0.025387901812791824,0.0404052734375,0.03366182022728026,0.16657664,0.2
,-191.20596313476562,0.0,1700000,96.5,,,,1.1614619731903075,,,,,,,,,,,,,,,,,
,,,1703936,,,0.01,52,1.2001047730445862,3978,-248.0088348388672,,301.68,428,,,,,,,,,,,,
,-223.0023193359375,0.0,1720000,213.8,,,,,,,,,,0.740818202495575,-4.256815433502197,0.38502806425094604,6.7625216e-05,0.00035971979741589166,208,0.002863591,-0.02596813440322876,0.045196533203125,0.031234800349920988,0.16592128,0.2
,,,1736704,,,0.03,53,1.3102658927440642,4034,-241.30389404296875,,279.16,430,,,,,,,,,,,,
,-245.521484375,0.0,1740000,296.5,,,,,,,,,,0.740818202495575,-4.256815433502197,0.32973259687423706,6.700262400000001e-05,-8.00001471361611e-05,212,0.0027377168,-0.021298937499523163,0.0390472412109375,0.03679632022976875,0.16526592,0.2
,-242.6831817626953,0.0,1760000,308.2,,,,1.1373952865600585,,,,,,,,,,,,,,,,,
,,,1769472,,,0.01,54,1.2657560050487517,4131,-252.86326599121094,,296.26,428,,,,,,,,,,,,
,-221.49618530273438,0.0,1780000,225.4,,,,,,,,,,0.740818202495575,-4.256815433502197,0.3326340317726135,6.6380032e-05,-0.000514855270012049,216,0.0023899376,-0.025401130318641663,0.03528594970703125,0.032731093117035925,0.16461056000000002,0.2
,-216.6329803466797,0.0,1800000,180.0,,,,1.2145871818065643,,,,,,,,,,,,,,,,,
,,,1802240,,,0.02,55,1.2489275455474853,4210,-246.35385131835938,,287.07,428,,,,,,,,,,,,
,-232.12451171875,0.0,1820000,243.4,,,,,,,,,,0.740818202495575,-4.256815433502197,0.3348039388656616,6.575744e-05,-7.231146810227074e-05,220,0.0028346586,-0.026104850694537163,0.0327606201171875,0.03678737237351015,0.16395520000000002,0.2
,,,1835008,,,0.01,56,1.0800922393798829,4273,-252.34585571289062,,287.43,429,,,,,,,,,,,,
,-224.04476928710938,0.0,1840000,240.1,,,,,,,,,,0.740818202495575,-4.256815433502197,0.333909809589386,6.5134848e-05,-0.00035353503699298017,224,0.0017841125,-0.028496168553829193,0.0312042236328125,0.03328093950403854,0.16329984,0.2
,-223.5448455810547,0.0,1860000,183.4,,,,1.2644051373004914,,,,,,,,,,,,,,,,,
,,,1867776,,,0.01,57,1.2867685437202454,4354,-241.84014892578125,,262.56,428,,,,,,,,,,,,
,-232.4984130859375,0.0,1880000,211.1,,,,,,,,,,0.740818202495575,-4.256815433502197,0.2637380361557007,6.4512256e-05,-0.00145778952355613,228,0.0033500763,-0.01929464563727379,0.0640411376953125,0.04686849017161876,0.16264448,0.2
,-241.49697875976562,0.0,1900000,242.0,,,,1.2623060286045074,,,,,,,,,,,,,,,,,
,,,1900544,,,0.0,58,1.2034121751785278,4439,-247.73992919921875,,281.37,428,,,,,,,,,,,,
,-205.2007293701172,0.0,1920000,121.3,,,,,,,,,,0.740818202495575,-4.256815433502197,0.20447438955307007,6.3889664e-05,-0.0004297526684240438,232,0.0023174328,-0.023756278678774834,0.04319000244140625,0.034411173895932734,0.16198912000000001,0.2
,,,1933312,,,0.01,59,1.0544752418994903,4493,-239.4337921142578,,254.16,430,,,,,,,,,,,,
,-235.09921264648438,0.0,1940000,245.5,,,,,,,,,,0.740818202495575,-4.256815433502197,0.18410271406173706,6.3267072e-05,-0.0006188835723150987,236,0.002897905,-0.023548655211925507,0.04227447509765625,0.04121549869887531,0.16133376,0.2
,-179.0569610595703,0.2,1960000,124.6,,,,1.2564192295074463,,,,,,,,,,,,,,,,,
,,,1966080,,,0.02,60,1.1736472249031067,4574,-239.732421875,,275.92,429,,,,,,,,,,,,
,-220.21951293945312,0.0,1980000,216.8,,,,,,,,,,0.740818202495575,-4.256815433502197,0.26581400632858276,6.264448e-05,-0.00034653803959372453,240,0.0025545196,-0.020602893084287643,0.03002166748046875,0.03657071734778583,0.1606784,0.2
,,,1998848,,,0.01,61,1.0208239793777465,4635,-242.23492431640625,,276.16,431,,,,,,,,,,,,
,-201.17413330078125,0.0,2000000,126.0,,,,,,,,,,0.740818202495575,-4.256815433502197,0.2935003638267517,6.202188800000001e-05,-0.0005906914630031679,244,0.0026232386,-0.025193125009536743,0.029541015625,0.037278914358466864,0.16002304,0.2
,-222.3616943359375,0.0,2020000,155.1,,,,1.198246020078659,,,,,,,,,,,,,,,,,
,,,2031616,,,0.01,62,1.1330048441886902,4708,-254.49642944335938,,304.73,431,,,,,,,,,,,,
,-192.57662963867188,0.1,2040000,152.5,,,,,,,,,,0.740818202495575,-4.256815433502197,0.39363425970077515,6.1399296e-05,0.00023405332831316628,248,0.0016209547,-0.028722969815135002,0.0269317626953125,0.027157221280504018,0.15936768,0.2
,-229.88821411132812,0.0,2060000,214.9,,,,1.1998745858669282,,,,,,,,,,,,,,,,,
,,,2064384,,,0.0,63,1.3037651240825654,4784,-245.2352294921875,,281.51,431,,,,,,,,,,,,
,-224.30905151367188,0.0,2080000,179.1,,,,,,,,,,0.740818202495575,-4.256815433502197,0.3407171368598938,6.0776704e-05,-0.0005500429324456491,252,0.002015498,-0.025382453575730324,0.03015899658203125,0.03708499012282118,0.15871232000000002,0.2
,,,2097152,,,0.0,64,1.2550026416778564,4839,-250.15402221679688,,276.7,433,,,,,,,,,,,,
,-214.9790802001953,0.0,2100000,153.3,,,,,,,,,,0.740818202495575,-4.256815433502197,0.27989447116851807,6.015411200000001e-05,-0.0007107390920282342,256,0.0033346924,-0.02115800976753235,0.052734375,0.03835653024725616,0.15805696000000002,0.2
,-213.02963256835938,0.0,2120000,149.9,,,,1.2129957854747773,,,,,,,,,,,,,,,,,
,,,2129920,,,0.02,65,1.2119046747684479,4910,-242.65576171875,,265.17,433,,,,,,,,,,,,
,-221.2906951904297,0.0,2140000,211.6,,,,,,,,,,0.740818202495575,-4.256815433502197,0.25164902210235596,5.953152000000001e-05,-0.0006976882905291859,260,0.0033638515,-0.022830132395029068,0.04450225830078125,0.04196665110066533,0.15740160000000003,0.2
,-223.01956176757812,0.0,2160000,212.2,,,,1.1516880214214325,,,,,,,,,,,,,,,,,
,,,2162688,,,0.02,66,1.2480642259120942,4995,-242.01918029785156,,269.12,432,,,,,,,,,,,,
,-215.0970458984375,0.0,2180000,138.1,,,,,,,,,,0.740818202495575,-4.256815433502197,0.2464505434036255,5.8908928e-05,-0.0005001610734325368,264,0.0021423895,-0.021250570192933083,0.03681182861328125,0.041613317909650505,0.15674624,0.2
,,,2195456,,,0.02,67,1.2530371487140655,5045,-243.2830047607422,,257.61,435,,,,,,,,,,,,
,-229.6480712890625,0.0,2200000,234.1,,,,,,,,,,0.740818202495575,-4.256815433502197,0.25000083446502686,5.8286336e-05,-0.00045729360499535687,268,0.002175765,-0.023179881274700165,0.045074462890625,0.039259414945263416,0.15609088000000002,0.2
,-215.97598266601562,0.0,2220000,147.1,,,,1.21036456823349,,,,,,,,,,,,,,,,,
,,,2228224,,,0.0,68,1.1980826079845428,5125,-245.29180908203125,,255.4,434,,,,,,,,,,,,
,-212.28878784179688,0.0,2240000,144.5,,,,,,,,,,0.740818202495575,-4.256815433502197,0.24724280834197998,5.766374400000001e-05,-0.00011609159628278576,272,0.0020920527,-0.02302166260778904,0.024169921875,0.04274060414172709,0.15543552000000002,0.2
,-226.9925994873047,0.0,2260000,202.6,,,,1.2720410346984863,,,,,,,,,,,,,,,,,
,,,2260992,,,0.06,69,1.305210429430008,5200,-237.83253479003906,,250.09,434,,,,,,,,,,,,
,-231.5277557373047,0.0,2280000,203.2,,,,,,,,,,0.740818202495575,-4.256815433502197,0.19050443172454834,5.7041152e-05,-0.00039482991996919736,276,0.002994704,-0.01764777861535549,0.05037689208984375,0.05160960811190307,0.15478016,0.2
,,,2293760,,,0.01,70,1.2794839143753052,5253,-242.29637145996094,,250.22,436,,,,,,,,,,,,
,-241.3412322998047,0.0,2300000,207.2,,,,,,,,,,0.740818202495575,-4.256815433502197,0.20030063390731812,5.641856e-05,0.00021386647131294012,280,0.0013879236,-0.021294405683875084,0.0306549072265625,0.04575027909595519,0.1541248,0.2
,-207.8533172607422,0.0,2320000,118.4,,,,1.1561538994312286,,,,,,,,,,,,,,,,,
,,,2326528,,,0.02,71,1.2392206132411956,5328,-241.97027587890625,,257.15,436,,,,,,,,,,,,
,-221.7799835205078,0.0,2340000,143.6,,,,,,,,,,0.740818202495575,-4.256815433502197,0.18466609716415405,5.5795968000000005e-05,-0.0004656931778299622,284,0.0025696475,-0.01843791827559471,0.0383453369140625,0.04610116023104638,0.15346944,0.2
,,,2359296,,,0.0,72,1.186428439617157,5381,-242.10462951660156,,258.35,438,,,,,,,,,,,,
,-208.2898712158203,0.0,2360000,133.6,,,,,,,,,,0.740818202495575,-4.256815433502197,0.27374666929244995,5.517337600000001e-05,-0.00017921073231264018,288,0.0023655244,-0.02557477168738842,0.03200531005859375,0.03906706487759948,0.15281408000000002,0.2
,-192.3956298828125,0.0,2380000,88.8,,,,1.1748259663581848,,,,,,,,,,,,,,,,,
,,,2392064,,,0.01,73,1.1885265171527863,5451,-251.49339294433594,,268.23,438,,,,,,,,,,,,
,-222.76895141601562,0.0,2400000,161.9,,,,,,,,,,0.740818202495575,-4.256815433502197,0.2595224380493164,5.4550783999999996e-05,-0.0002910565053753089,292,0.0024411401,-0.026499679312109947,0.03661346435546875,0.03545334661612287,0.15215872,0.2
,-206.1658935546875,0.0,2420000,143.6,,,,1.175716370344162,,,,,,,,,,,,,,,,,
,,,2424832,,,0.02,74,1.1977233648300172,5527,-247.98690795898438,,265.13,438,,,,,,,,,,,,
,-228.8109893798828,0.0,2440000,172.0,,,,,,,,,,0.740818202495575,-4.256815433502197,0.21599030494689941,5.3928192e-05,-0.00037157474434934556,296,0.0020742759,-0.023963183164596558,0.036712646484375,0.041185256792232394,0.15150336,0.2
,,,2457600,,,0.01,75,1.2217973172664642,5581,-250.1713104248047,,273.81,440,,,,,,,,,,,,
,-227.6334686279297,0.0,2460000,198.7,,,,,,,,,,0.740818202495575,-4.256815433502197,0.22262132167816162,5.330560000000001e-05,-0.00021255201863823459,300,0.0017360847,-0.02657468058168888,0.02442169189453125,0.036276584723964334,0.150848,0.2
,-214.03897094726562,0.0,2480000,143.9,,,,1.2465588808059693,,,,,,,,,,,,,,,,,
,,,2490368,,,0.02,76,1.052693498134613,5662,-248.58294677734375,,269.95,439,,,,,,,,,,,,
,-242.5494842529297,0.0,2500000,226.7,,,,,,,,,,0.740818202495575,-4.256815433502197,0.28508836030960083,5.2683008e-05,-0.0002655399475770537,304,0.0018431871,-0.024831943213939667,0.027069091796875,0.036373745708260685,0.15019264000000002,0.2
,-219.02645874023438,0.0,2520000,169.4,,,,1.111212331056595,,,,,,,,,,,,,,,,,
,,,2523136,,,0.01,77,1.127828049659729,5748,-249.56756591796875,,266.37,438,,,,,,,,,,,,
,-220.7121124267578,0.0,2540000,171.0,,,,,,,,,,0.740818202495575,-4.256815433502197,0.20584464073181152,5.2060416e-05,-0.0006870978577353526,308,0.0019483892,-0.023855060338974,0.0366058349609375,0.04099387116730213,0.14953728,0.2
,,,2555904,,,0.01,78,1.0947686970233916,5805,-248.2860870361328,,266.86,440,,,,,,,,,,,,
,-226.71481323242188,0.0,2560000,171.8,,,,,,,,,,0.740818202495575,-4.256815433502197,0.21214765310287476,5.1437824e-05,-0.0002618021608213894,312,0.0020522815,-0.022335045039653778,0.031524658203125,0.03673632210120559,0.14888192,0.2
,-230.12899780273438,0.0,2580000,200.2,,,,1.2173133373260498,,,,,,,,,,,,,,,,,
,,,2588672,,,0.0,79,1.110753309726715,5886,-253.73513793945312,,261.94,439,,,,,,,,,,,,
,-225.65640258789062,0.0,2600000,171.4,,,,,,,,,,0.740818202495575,-4.256815433502197,0.23769640922546387,5.0815231999999995e-05,-7.242924766615033e-07,316,0.0015333974,-0.02266267128288746,0.02310943603515625,0.037461052532307804,0.14822656,0.2
,-216.82278442382812,0.0,2620000,143.3,,,,1.1185759246349334,,,,,,,,,,,,,,,,,
,,,2621440,,,0.01,80,1.2712414860725403,5963,-252.35919189453125,,270.2,439,,,,,,,,,,,,
,-243.82632446289062,0.0,2640000,244.2,,,,,,,,,,0.740818202495575,-4.256815433502197,0.2391377091407776,5.019264000000001e-05,-0.0004187193371762987,320,0.0017656998,-0.026629101485013962,0.019195556640625,0.03529352799523622,0.1475712,0.2
,,,2654208,,,0.0,81,1.1677834212779998,6026,-257.332275390625,,281.07,440,,,,,,,,,,,,
,-227.49728393554688,0.0,2660000,197.8,,,,,,,,,,0.740818202495575,-4.256815433502197,0.27043092250823975,4.9570048e-05,0.000320718674629461,324,0.0013090861,-0.024607840925455093,0.02385711669921875,0.03611005935817957,0.14691584000000002,0.2
,-225.14663696289062,0.0,2680000,186.5,,,,1.1737841844558716,,,,,,,,,,,,,,,,,
,,,2686976,,,0.0,82,1.3013047397136688,6102,-250.42063903808594,,261.65,440,,,,,,,,,,,,
,-228.6572723388672,0.0,2700000,193.6,,,,,,,,,,0.740818202495575,-4.256815433502197,0.2309594750404358,4.8947456000000005e-05,-0.00034265881004102994,328,0.0018101514,-0.02001279965043068,0.0216064453125,0.03966110781766474,0.14626048000000003,0.2
,,,2719744,,,0.01,83,1.2236822962760925,6159,-256.0155029296875,,277.18,441,,,,,,,,,,,,
,-228.0367431640625,0.0,2720000,191.4,,,,,,,,,,0.740818202495575,-4.256815433502197,0.2219761610031128,4.8324864000000004e-05,-0.0002595595724415034,332,0.0016965165,-0.027013013139367104,0.02416229248046875,0.036062892933841795,0.14560512,0.2
,-222.73300170898438,0.0,2740000,167.7,,,,1.2997932255268096,,,,,,,,,,,,,,,,,
,,,2752512,,,0.02,84,1.2494138836860658,6232,-250.6519775390625,,267.77,441,,,,,,,,,,,,
,-222.8035430908203,0.0,2760000,163.7,,,,,,,,,,0.740818202495575,-4.256815433502197,0.2269248366355896,4.770227200000001e-05,-0.00014724257198395208,336,0.0015305876,-0.023449542000889778,0.0252838134765625,0.03574604640016332,0.14494976,0.2
,-196.8553924560547,0.1,2780000,134.9,,,,1.2479775369167327,,,,,,,,,,,,,,,,,
,,,2785280,,,0.0,85,1.187724417448044,6306,-248.1861114501953,,250.24,441,,,,,,,,,,,,
,-204.0084991455078,0.0,2800000,110.0,,,,,,,,,,0.740818202495575,-4.256815433502197,0.17079412937164307,4.707968e-05,-0.0006097161021898501,340,0.0022739747,-0.019332528114318848,0.03643035888671875,0.04168958333320916,0.14429440000000002,0.2
,,,2818048,,,0.02,86,1.1608528017997741,6359,-247.517578125,,253.63,443,,,,,,,,,,,,
,-200.8817138671875,0.0,2820000,114.2,,,,,,,,,,0.740818202495575,-4.256815433502197,0.20017802715301514,4.6457088e-05,-0.0001762895226420369,344,0.001483459,-0.019877925515174866,0.0285491943359375,0.03950785269262269,0.14363904,0.2
,-205.26168823242188,0.1,2840000,162.7,,,,1.269357192516327,,,,,,,,,,,,,,,,,
,,,2850816,,,0.02,87,1.0890480995178222,6431,-246.74380493164062,,259.41,443,,,,,,,,,,,,
,-220.10916137695312,0.0,2860000,162.8,,,,,,,,,,0.740818202495575,-4.256815433502197,0.2221711277961731,4.5834496000000005e-05,-0.000418046343838796,348,0.0015318571,-0.021943826228380203,0.02338409423828125,0.0384649564512074,0.14298368,0.2
,-225.13034057617188,0.0,2880000,162.6,,,,1.1045252442359925,,,,,,,,,,,,,,,,,
,,,2883584,,,0.03,88,1.2090623736381532,6507,-244.2033233642578,,247.66,443,,,,,,,,,,,,
,-216.8440704345703,0.0,2900000,126.2,,,,,,,,,,0.740818202495575,-4.256815433502197,0.21000885963439941,4.5211904e-05,8.734234506846406e-05,352,0.0017177274,-0.024273322895169258,0.0218505859375,0.039042294141836464,0.14232832,0.2
,,,2916352,,,0.0,89,1.153900146484375,6558,-252.0207061767578,,254.46,444,,,,,,,,,,,,
,-211.3472137451172,0.0,2920000,125.3,,,,,,,,,,0.740818202495575,-4.256815433502197,0.19539588689804077,4.4589312e-05,-4.543094109976664e-05,356,0.0012372329,-0.021020010113716125,0.01996612548828125,0.041830992442555726,0.14167296000000001,0.2
,-177.75802612304688,0.1,2940000,83.9,,,,1.3077956914901734,,,,,,,,,,,,,,,,,
,,,2949120,,,0.0,90,1.271251916885376,6618,-249.45974731445312,,257.03,445,,,,,,,,,,,,
,-232.4180908203125,0.0,2960000,186.9,,,,,,,,,,0.740818202495575,-4.256815433502197,0.20321708917617798,4.396672e-05,-0.0003970550733356504,360,0.001488748,-0.02552977204322815,0.02608489990234375,0.0366458700154908,0.14101760000000002,0.2
,-211.2386932373047,0.0,2980000,112.1,,,,1.1237195968627929,,,,,,,,,,,,,,,,,
,,,2981888,,,0.02,91,1.1866231322288514,6694,-246.04005432128906,,249.38,445,,,,,,,,,,,,
,-236.95767211914062,0.0,3000000,240.4,,,,,,,,,,0.740818202495575,-4.256815433502197,0.18959510326385498,4.334412800000001e-05,-0.0007880688826844562,364,0.002060876,-0.02061048150062561,0.0336761474609375,0.04281890473794192,0.14036224000000003,0.2
,,,3014656,,,0.02,92,1.2211932599544526,6754,-246.7025146484375,,248.09,446,,,,,,,,,,,,
,-228.4322509765625,0.0,3020000,161.9,,,,,,,,,,0.740818202495575,-4.256815433502197,0.20993804931640625,4.2721536e-05,-0.0005523986437765416,368,0.0019416125,-0.020344644784927368,0.03672027587890625,0.043258762918412685,0.13970688,0.2
,-192.4689483642578,0.0,3040000,80.9,,,,1.1872098922729493,,,,,,,,,,,,,,,,,
,,,3047424,,,0.0,93,1.1860255479812623,6823,-256.02490234375,,254.02,446,,,,,,,,,,,,
,-225.9638671875,0.0,3060000,162.6,,,,,,,,,,0.740818202495575,-4.256815433502197,0.2022368311882019,4.2098944e-05,0.0002079952391795814,372,0.0013621419,-0.020772969350218773,0.0210723876953125,0.04025544796604663,0.13905152,0.2
,-251.48068237304688,0.0,3080000,257.3,,,,1.0239370524883271,,,,,,,,,,,,,,,,,
,,,3080192,,,0.02,94,1.2964873731136322,6909,-245.94647216796875,,251.23,445,,,,,,,,,,,,
,-196.9492645263672,0.1,3100000,165.2,,,,,,,,,,0.740818202495575,-4.256815433502197,0.1772173047065735,4.1476352000000004e-05,-0.0003484293265501037,376,0.002068358,-0.02529584802687168,0.0431365966796875,0.03723488230025396,0.13839616000000002,0.2
,,,3112960,,,0.03,95,1.2478730261325837,6961,-245.32986450195312,,249.81,447,,,,,,,,,,,,
,-221.02127075195312,0.0,3120000,163.0,,,,,,,,,,0.740818202495575,-4.256815433502197,0.18336880207061768,4.0853759999999996e-05,0.00034286104346392676,380,0.0022279844,-0.0217784121632576,0.044403076171875,0.044746825471520424,0.1377408,0.2
,-233.6761474609375,0.0,3140000,187.9,,,,1.1770007193088532,,,,,,,,,,,,,,,,,
,,,3145728,,,0.02,96,1.2173291206359864,7036,-245.99534606933594,,248.58,447,,,,,,,,,,,,
,-233.23660278320312,0.0,3160000,186.8,,,,,,,,,,0.740818202495575,-4.256815433502197,0.2007548213005066,4.0231168e-05,-1.6523732483619824e-05,384,0.0018195284,-0.01704876869916916,0.0354766845703125,0.042552942177280784,0.13708544,0.2
,,,3178496,,,0.01,97,1.1318903923034669,7092,-247.51051330566406,,248.39,448,,,,,,,,,,,,
,-209.80615234375,0.0,3180000,136.6,,,,,,,,,,0.740818202495575,-4.256815433502197,0.16657096147537231,3.9608576e-05,-0.0001915053799166344,388,0.0017706417,-0.018820034340023994,0.0314788818359375,0.04067897645290941,0.13643008,0.2
,-220.04855346679688,0.0,3200000,157.8,,,,1.1619717061519623,,,,,,,,,,,,,,,,,
,,,3211264,,,0.0,98,1.160862571001053,7164,-256.1732177734375,,270.34,448,,,,,,,,,,,,
,-217.107177734375,0.0,3220000,137.5,,,,,,,,,,0.740818202495575,-4.256815433502197,0.17645543813705444,3.8985984000000005e-05,5.489973773364909e-05,392,0.0013435362,-0.021949492394924164,0.02916717529296875,0.037518906756304204,0.13577472000000002,0.2
,-239.7136993408203,0.0,3240000,216.3,,,,1.1394465446472168,,,,,,,,,,,,,,,,,
,,,3244032,,,0.01,99,1.2162406146526337,7244,-254.44589233398438,,260.11,447,,,,,,,,,,,,
,-223.60385131835938,0.0,3260000,181.3,,,,,,,,,,0.740818202495575,-4.256815433502197,0.21249902248382568,3.8363392000000004e-05,-0.0004199287468509283,396,0.0016255984,-0.02424643561244011,0.024810791015625,0.03857614187290892,0.13511936000000002,0.2
,,,3276800,,,0.02,100,1.2788162350654602,7297,-241.42111206054688,,243.47,449,,,,,,,,,,,,
,-215.8700408935547,0.0,3280000,138.7,,,,,,,,,,0.740818202495575,-4.256815433502197,0.21639776229858398,3.77408e-05,-0.0003918411021004431,400,0.002288497,-0.021009232848882675,0.04843902587890625,0.04620217240881175,0.134464,0.2
,-184.66287231445312,0.1,3300000,107.9,,,,1.2762317895889281,,,,,,,,,,,,,,,,,
,,,3309568,,,0.0,101,1.1808160841464996,7366,-254.6314239501953,,258.94,449,,,,,,,,,,,,
,-213.82675170898438,0.0,3320000,129.0,,,,,,,,,,0.740818202495575,-4.256815433502197,0.24288266897201538,3.7118208e-05,-0.00040401242949883454,404,0.0012978966,-0.025631967931985855,0.02272796630859375,0.037394547602161765,0.13380864,0.2
,-226.1997528076172,0.0,3340000,168.6,,,,1.152433067560196,,,,,,,,,,,,,,,,,
,,,3342336,,,0.01,102,1.1989061892032624,7440,-252.22479248046875,,255.51,449,,,,,,,,,,,,
